nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,label
100.1054837,51.53807769,49.85035388,26.95242988,84.44904231,5.921158544,202.4315966,Rice
105.8188918,43.54221359,58.80917169,34.53928577,88.2972878,6.05523805,201.5456617,Rice
117.1327425,48.56368297,59.33309638,34.63619977,87.06018911,5.941673338,238.5097729,Rice
114.0454669,46.3384401,43.38985493,30.56801262,88.72309548,6.544044695,257.006117,Rice
83.88705975,52.30014453,59.801077,26.40084015,80.36659305,6.816059608,274.0768618,Rice
107.8806296,54.04968168,47.18982302,27.93591844,86.18722311,6.715170092,286.7072319,Rice
116.5296221,50.22684798,50.03032589,32.98295179,82.99927862,6.552950316,279.5792669,Rice
115.6002137,46.75990314,47.51165905,25.9398194,81.56560282,5.553913411,246.5598018,Rice
101.7057854,45.73082504,51.81666521,25.3050025,70.74696377,6.733900841,236.0190641,Rice
85.08242051,50.4448652,55.39987106,27.15821027,82.45780952,5.628021197,205.1681721,Rice
101.2541853,50.81270243,52.74859803,32.26091334,89.51704159,6.274450522,232.2956473,Rice
111.8074478,45.41664503,48.77942841,25.78456381,70.50701487,6.943972622,283.5980121,Rice
107.8389682,48.17905889,43.4658864,26.56437043,75.00485796,6.323839997,271.4595923,Rice
106.4078951,45.59867794,59.09730561,32.37896917,81.08708105,6.417581119,241.9600062,Rice
89.90923958,47.11945357,55.15692221,25.14393489,72.32145281,5.569003963,204.0728802,Rice
114.2184234,54.07315719,49.48347658,25.97834161,79.8323175,6.210207656,217.320187,Rice
97.35406597,47.97009469,52.31700196,31.35093651,70.9060802,6.061918922,262.5859916,Rice
100.1254503,57.12979682,53.17387263,26.62934427,71.41137495,6.463628917,202.6511311,Rice
103.4310233,58.80460483,51.50948356,28.88169926,82.86576437,6.187379336,254.5616789,Rice
117.6585924,47.72205276,59.22381128,34.05350642,73.9158227,5.604041951,210.0778001,Rice
80.72887303,41.88885922,53.66013547,25.71188648,76.37951261,6.767312966,202.3271936,Rice
112.5787393,45.6370955,42.36329655,31.96737165,82.57885694,6.81620802,273.5071044,Rice
112.1392372,45.64069145,43.54879088,32.50614752,86.13669479,6.985757713,241.2617677,Rice
94.88072343,55.52825921,46.81607081,34.30757326,87.16825504,6.143491041,275.0871068,Rice
110.181715,42.06247738,58.05105813,30.05252372,86.52914932,5.980074402,289.5523228,Rice
95.56806715,40.21675303,58.10763953,25.91286677,76.38627275,6.925092951,295.0607147,Rice
102.9375155,52.63674424,48.96891044,27.93210772,76.57329091,6.508777684,275.2374529,Rice
111.6631617,55.79236286,41.82412206,29.94420305,71.1511752,6.324293323,244.1530501,Rice
115.5081673,47.01830025,42.34134033,26.42991682,85.23021263,6.427327095,210.1122676,Rice
83.36427224,54.01938263,41.45526013,33.21860059,84.12484454,5.622023171,208.4837714,Rice
119.4655831,47.48541592,47.41284294,33.12799567,88.94497155,6.979001596,275.3378185,Rice
95.05038342,41.67001433,55.54293832,30.5840425,78.48444018,6.859531578,211.1197482,Rice
99.70500417,40.2270729,49.37321284,25.56303276,72.37635833,5.67628937,264.9210302,Rice
109.8417952,51.6673753,59.24345097,28.7487058,75.71424173,6.802898692,222.3595839,Rice
118.5289016,40.24308949,59.39757653,25.43159912,87.82286227,6.291551664,299.2964796,Rice
82.95186259,51.07708569,59.38605071,30.23097844,82.58797276,6.543623033,245.4541065,Rice
105.1023232,51.68628624,58.02316021,25.4544638,75.61926379,6.925617226,289.0263784,Rice
98.22627011,52.40265196,45.54762366,26.8812116,79.2739681,6.030028342,258.3656112,Rice
83.10938548,59.48789615,59.72421489,31.98161714,80.72192733,5.964291424,281.379502,Rice
107.3892469,43.25233879,58.21854369,33.22537243,88.99599827,6.588579263,261.3415196,Rice
96.72972145,58.65456967,57.32127779,25.4521867,70.52733949,6.06469505,281.0553331,Rice
119.4910452,43.00833782,51.88261431,28.80890857,89.39828796,6.763178385,283.8328705,Rice
98.74772639,48.29639005,45.46814144,25.56375497,87.29444753,6.719351514,299.9717673,Rice
119.8654735,51.10863411,55.3797483,34.4476573,86.99294781,5.871022153,245.0544135,Rice
85.16637661,59.08102055,52.12349269,27.28642806,83.43401369,6.427192361,235.8162718,Rice
84.54230369,53.43146391,50.40615402,32.72318392,80.40327002,6.77827225,255.1906839,Rice
102.4375189,57.53307205,48.06965732,26.34015228,70.57565353,6.632705884,262.0309551,Rice
108.1631907,44.25928323,42.72742951,25.14544666,77.01175118,6.38487653,239.2244045,Rice
97.49899688,58.08317389,46.96510934,30.13989489,85.67306025,6.094814173,262.20867,Rice
114.4945483,58.99041247,42.94146962,34.26587625,79.84232586,5.887366582,245.9135756,Rice
119.201303,49.85236188,46.57503221,31.33400854,74.80291238,5.613794992,212.8879722,Rice
85.12183356,43.03805387,42.77654345,31.40874745,73.63760169,6.018500925,289.678841,Rice
98.95846561,53.35115477,43.44639742,26.92289019,70.81737233,5.753402595,227.8590339,Rice
87.08041937,41.77405068,42.41271742,29.60778768,74.12667437,6.046404792,250.3417271,Rice
107.6157931,40.7862428,55.98820798,31.27900389,71.63518064,6.810367936,292.0872401,Rice
82.44311839,45.53755296,56.1240256,32.4825969,73.69042039,5.814023985,237.0472103,Rice
99.38091941,52.36509543,47.37827279,29.62534716,84.94941876,5.555024804,225.2436944,Rice
108.5339834,57.90413675,50.23354884,30.32113485,72.14344023,6.17111855,253.2617266,Rice
89.69882015,45.38486462,47.54568326,25.20071198,76.44158331,5.81717201,232.7497352,Rice
84.79048527,57.81054561,51.87184907,31.79102319,85.78342477,6.247663298,208.6920288,Rice
101.4842617,51.73682236,54.90878948,29.31659546,72.55160606,5.925663859,236.3082296,Rice
105.8366897,51.41556609,47.12193452,34.86515249,82.11549639,5.855840188,210.1782473,Rice
86.11436557,44.91915457,43.21362747,26.86567024,75.70190337,5.760060393,289.6765425,Rice
83.20934983,50.49022779,48.20793654,34.82378617,72.24077804,6.096783399,296.9470433,Rice
114.620285,56.34144142,45.15805654,26.70887587,83.3728644,6.894063984,255.6762893,Rice
102.8645076,45.59958187,55.38985866,26.87043749,76.47358473,6.138154658,250.7610379,Rice
89.6963893,42.29673649,52.21240085,27.88630553,81.62476443,5.731544073,248.1140102,Rice
101.3035773,41.03647074,46.73208556,26.34414677,71.26749941,6.984940349,232.2353845,Rice
112.3949778,45.0928131,53.63005444,32.6022786,81.91277481,6.207364283,241.1840914,Rice
93.95473066,58.59058288,56.61238816,34.65026911,72.48594447,6.596301213,293.8340457,Rice
87.24932265,41.32992535,54.82241299,30.74473113,86.83657554,5.709658565,279.5267312,Rice
88.0650928,43.27311886,43.28531596,33.1457472,83.30394441,6.284598137,235.8830484,Rice
115.0880216,47.84890215,56.33198879,29.39134909,77.53888859,6.194019679,230.1377874,Rice
109.9043752,50.0544078,44.6442539,33.99574573,77.67782443,6.315329292,290.6472111,Rice
104.9695198,42.33796081,58.79664247,31.27708053,76.69811229,5.708908109,279.4025189,Rice
104.8029102,50.66922184,57.87785166,32.88597211,73.03349759,5.967583102,224.848914,Rice
109.7578517,40.67064869,51.3977937,32.62458686,87.53531274,6.013122623,282.1257305,Rice
84.42526948,56.92904583,42.54977325,28.97287291,85.94590732,5.724876141,222.9251395,Rice
108.8901027,54.40073073,52.82295266,31.93948444,80.85448887,5.877698588,234.5695994,Rice
87.26390867,58.16901123,51.6678359,29.00851417,79.24011607,6.920925009,215.3351403,Rice
103.4491933,50.11777358,52.22908471,25.18110184,87.44247818,6.898177424,256.5133184,Rice
107.866033,58.44998762,54.14477269,26.52539043,81.5257672,6.41007257,242.4130671,Rice
109.4577694,58.6873403,58.51137026,29.50839371,72.26476092,6.977261798,283.8898086,Rice
84.98650725,58.41683765,57.39792724,30.18838057,81.82550871,6.098504056,205.4761639,Rice
93.40788967,56.05706897,40.09264046,28.33499172,77.96337387,6.306093404,291.9855616,Rice
93.85383977,46.93906404,54.75002496,29.52217941,74.49209646,6.178659274,214.085702,Rice
87.05547946,49.96735545,48.37850899,34.14845901,77.24787798,6.370882525,263.2264288,Rice
80.52377826,53.27074744,43.56071934,34.61070317,72.97325456,6.121936186,208.5349668,Rice
119.8749701,50.04390021,51.90770035,25.67076477,84.99920941,5.81485839,289.8054289,Rice
88.20558562,43.81375441,40.73099336,29.72066945,81.29682267,5.598562959,277.5527617,Rice
98.13155339,50.48780539,48.81525494,29.00763061,81.19280663,5.732860369,218.192813,Rice
114.4714248,58.92230924,47.46618633,27.70744673,82.87999086,6.113101257,202.5386356,Rice
86.24610389,54.31944458,53.17847884,25.27095993,74.43944324,5.846612195,267.1892744,Rice
80.78842151,42.08217164,55.99832171,26.78544662,83.05492216,5.857274172,209.9441393,Rice
89.72688764,54.44533864,57.11392936,33.30219865,77.94367059,6.502127705,220.4984295,Rice
91.72590921,57.92671637,40.26003847,25.85508531,74.1577251,5.539798306,218.1435435,Rice
103.3216624,48.42849101,57.85343422,33.17443562,76.83634703,5.88913515,237.9692408,Rice
103.6117977,45.36127282,52.48297816,29.09411652,81.04094362,6.154189794,229.446576,Rice
117.9381323,55.27211588,42.80226352,33.68467976,79.74862396,6.84182834,279.9855256,Rice
97.00854018,40.44938617,45.37354719,30.41634215,82.6695644,5.886831528,213.9356074,Rice
113.3972095,59.68804361,50.51380365,26.71679286,75.44614653,5.527586015,291.4298807,Rice
84.71004332,51.53032951,45.48110441,30.54178003,83.02840777,6.744612706,220.6421272,Rice
80.43983315,42.7377126,58.00037284,33.73890078,81.94826204,6.400775291,266.5036675,Rice
87.01485114,58.28823892,48.3754105,28.83138528,80.37835411,5.57044895,216.6283369,Rice
109.5213447,41.65597336,52.06304219,27.4534911,77.78591228,5.933040605,235.5672716,Rice
108.7618362,45.94243431,51.32809281,29.76050402,83.27342331,6.905244609,273.2572097,Rice
88.59761514,40.6236627,45.24528089,30.95077931,71.02851627,6.244549371,259.6842849,Rice
93.36975563,55.41824407,42.13196506,25.75137782,84.56377512,6.243236974,268.8402396,Rice
97.39309354,44.92804066,56.38204635,32.99415879,83.89392942,5.908217706,259.0230667,Rice
94.43895588,41.83164147,58.34627151,26.36818631,89.00474708,6.169008659,218.5132929,Rice
101.6760379,57.45891672,54.64449773,33.06561148,83.17566733,6.538414847,284.9195652,Rice
89.98672035,49.78849927,44.42418884,34.87668008,88.88118679,5.559140217,270.5575173,Rice
117.0099327,43.6115069,51.35890461,34.15488298,70.67891957,6.546130401,229.7349007,Rice
116.9758478,59.4211649,58.88532978,29.74214217,87.24085302,6.766824098,231.9100473,Rice
113.156619,40.74015269,51.92539757,27.30008837,72.41133772,5.615429802,269.6288776,Rice
93.59499855,54.49533543,41.30712682,28.15290338,80.78982585,6.686084747,231.8752503,Rice
105.0356551,57.71955496,52.31726376,27.32959475,70.48801563,6.805148311,202.1269411,Rice
114.9880669,50.57874268,58.78135397,32.98783236,89.95868221,6.026067723,276.7188289,Rice
96.07723654,49.59751241,52.55010926,33.73677114,89.68166938,6.652410121,241.7766782,Rice
96.85428009,54.75164603,44.77554292,26.10474113,77.09244315,5.930858487,229.630812,Rice
89.34431004,40.84186379,40.35747869,34.8772239,78.55546267,6.076489971,267.9647283,Rice
88.73015551,58.99922368,55.72690029,25.89411002,78.35161552,6.818677461,294.4732022,Rice
98.69606045,52.26822778,43.34067892,34.91168626,74.63343403,6.914097661,264.9646649,Rice
104.3094718,50.25377022,44.61339623,26.76528032,74.40972418,5.779657393,277.9584474,Rice
94.00501037,41.15685353,59.3820526,33.83785885,88.55504566,6.992361734,217.3895249,Rice
95.84968076,55.16476951,53.92041236,26.53895906,86.3166625,5.836660858,222.3817615,Rice
101.4789769,51.8587987,51.60172416,25.91486837,87.54921725,5.898400064,212.9514921,Rice
115.5499232,59.11302996,57.24255235,33.09516075,83.10483961,6.326286056,208.698676,Rice
96.33812852,47.45377034,45.19507568,32.23420114,79.9175147,5.621569324,222.0183202,Rice
107.3303505,41.52261719,57.02413828,29.95146527,79.61173155,6.388611677,282.4680966,Rice
93.91236832,53.56032305,51.31463928,27.6702827,87.57259973,6.696139032,265.8451835,Rice
114.0232692,57.34588402,54.16725953,33.37013328,83.94942923,6.520211158,261.8611378,Rice
110.1086656,43.17210211,57.61741518,33.71843528,70.58494566,6.738725126,212.8869867,Rice
93.40475417,54.87016513,43.21519792,33.17967024,86.64268356,6.261201601,200.6385872,Rice
91.48152533,52.33853837,59.62372356,31.31813527,75.19607162,6.451008555,253.998538,Rice
111.1938158,42.13961278,55.22055805,30.41266579,89.25984008,6.012808249,263.2621893,Rice
117.2811242,42.05019456,58.74456974,31.87885722,71.35674118,5.95144535,270.8172089,Rice
82.69402406,51.6434092,46.91766114,31.20915518,70.91484068,6.807305209,297.3488969,Rice
118.7551142,54.99303663,42.6017248,32.58263196,70.49173833,5.533185327,232.3610219,Rice
99.54572762,55.40814836,53.66590753,29.45902706,75.47253333,6.99568675,242.6181302,Rice
98.05548097,43.27247642,55.89619097,31.93682226,74.41539226,5.623571568,268.0499302,Rice
106.1804486,45.46519054,59.01727125,26.51057892,78.64669602,6.91542388,241.9727317,Rice
105.5410379,47.95188796,45.48430405,34.83977648,78.18668013,6.841148806,222.9954606,Rice
88.52418816,40.62268166,53.03333651,28.68526344,87.287165,6.20981486,296.8193428,Rice
87.42102063,57.37246336,55.53193706,32.70921845,86.89566456,6.641535986,262.6220322,Rice
85.24979511,40.65052359,58.41695696,31.16650315,85.93074582,6.222283527,211.7308189,Rice
85.00743169,53.71130574,48.6061179,27.00524727,79.83189093,5.596313406,258.1971402,Rice
90.75973618,55.95118201,46.20723918,29.55220149,70.2324108,5.608670332,239.2493556,Rice
99.19755339,52.00041096,45.83325157,31.94981886,87.20244794,6.669776483,203.9618825,Rice
99.22027789,42.09860357,44.84090032,34.86662593,72.84991086,6.24833223,261.8155734,Rice
108.0985988,51.19297367,40.19541695,28.26461308,80.35423287,5.631799749,235.0626931,Rice
81.32812435,41.57156994,47.93846552,26.32715754,81.35081697,6.534197454,280.0586699,Rice
88.00600977,43.34965165,42.09135681,31.3643025,84.12951453,5.547379217,293.6212246,Rice
82.07885135,50.82592671,54.18121039,33.70969124,84.28173864,6.702592125,233.9450193,Rice
112.5930045,41.60229693,57.89633312,30.47592376,86.3459554,6.178477427,264.3577695,Rice
101.0561064,54.63179044,41.63259964,25.60352084,74.94206468,5.73931702,287.1783567,Rice
88.76855949,59.51730512,46.73791584,26.82117916,85.79397014,6.488061663,249.8195716,Rice
102.214542,54.38403557,44.56909483,34.96333916,89.49586324,6.47548853,219.9542451,Rice
107.2091297,41.44396818,40.61305004,27.57682889,79.25245913,6.802408758,272.716907,Rice
109.7082608,48.50986669,46.91869985,28.71038763,89.75299127,5.560163787,286.7031496,Rice
103.1470163,48.77230838,54.50515321,29.86668941,87.46846476,6.851052796,242.1720927,Rice
91.07311189,51.84700657,58.24726691,27.10662189,82.45933167,6.44734033,273.3113022,Rice
85.26270741,54.31649929,58.18065041,26.79683109,74.7508665,6.957092641,218.0976953,Rice
114.1754037,49.84555713,44.94462149,33.70749901,78.9061051,6.272226031,235.9233369,Rice
103.7180341,43.27047745,47.82163073,34.69412322,75.16266865,6.485104997,232.5190064,Rice
110.938925,42.61747321,59.3964209,29.53789541,74.72100927,5.610245121,216.9757905,Rice
100.7909579,46.74006353,56.57766732,29.30887524,74.97428545,6.42571748,270.6777217,Rice
86.68167632,43.35238433,40.73342854,32.36402015,83.27609055,6.211946314,284.4170449,Rice
112.2268061,51.70708729,57.36542561,27.0584121,72.23839239,5.904624417,205.7086856,Rice
101.2467811,58.73211385,40.78687081,26.22109914,79.04398057,6.900812526,231.6156105,Rice
100.2893923,40.83145718,42.96686402,34.86630123,89.30237393,5.507409971,295.1811785,Rice
105.5647975,57.35836589,49.09479711,30.15596029,79.77693161,6.500296386,213.9651255,Rice
81.19894359,46.15859883,54.09361525,27.01853452,83.46864867,6.954868069,209.3900716,Rice
106.9040847,48.87500439,57.36284509,26.77149789,83.85251904,6.757172934,294.4614219,Rice
107.3299211,49.94349528,52.3569448,33.68904984,81.41219493,5.54558059,293.0948696,Rice
107.58107,53.53026772,44.31350305,31.5888547,77.87728811,6.476849466,210.659303,Rice
106.3138122,59.98827452,40.96424078,34.77174184,78.13815921,6.806130176,278.2385484,Rice
102.6806504,54.76898419,57.57031123,29.04140322,76.54066323,6.501390078,280.7845942,Rice
110.4914054,55.95627298,48.7116663,33.17834216,72.40418111,6.316733647,200.575866,Rice
92.9834332,47.3292307,47.92345383,31.95467207,77.77116203,6.173040434,223.7544131,Rice
94.93007167,44.54539255,41.46391848,31.03448593,83.36425597,6.429235519,246.3494044,Rice
95.19143121,57.26667299,50.3816357,29.79181878,70.51284132,6.011871741,238.0195619,Rice
95.95291124,51.60344738,50.67205093,31.07905093,85.29766523,6.719478608,271.8123076,Rice
118.2209478,40.36465165,43.91555971,25.07562875,82.94949428,6.847045823,224.3482297,Rice
117.0813818,41.20534781,58.68872054,28.51622687,72.02841657,6.228807639,225.6776568,Rice
91.39491608,46.1457993,56.06051796,30.39161277,76.22615398,6.415500675,271.6150674,Rice
90.90496003,48.27098203,42.43772187,26.8114935,83.62235708,5.772157522,252.5163384,Rice
108.3618505,42.13753846,51.34624439,27.56562784,89.2585375,6.22531847,280.599255,Rice
102.0090617,40.86825066,52.66302751,34.51403342,82.0322364,6.728783289,288.4206463,Rice
89.12319088,44.2408968,52.21961978,29.1102847,86.79722606,6.850034685,235.3421379,Rice
89.47482236,55.6105103,45.49612071,33.22614319,78.47476507,6.501324849,209.5535314,Rice
104.954373,49.03535357,51.73216926,26.68014208,84.7374749,6.794195616,221.67398,Rice
83.82858222,40.47277172,52.83943001,31.07094036,80.93394825,5.847920644,239.0905996,Rice
103.7790534,49.93533718,59.7557104,26.36439753,83.90289108,6.106478152,242.8199615,Rice
108.7039106,53.84872303,59.82511987,26.28394289,72.08219299,6.586508226,257.8386917,Rice
90.96642666,41.58838738,41.71316499,33.94190875,73.83734649,5.985057343,222.6656402,Rice
94.19985223,41.38847685,50.38119582,25.67612564,86.00713016,5.850568123,254.0011915,Rice
115.2031635,53.01754738,50.65915573,28.24333753,76.66003826,6.504230433,299.4139361,Rice
106.4735676,51.15566835,54.6130102,29.65205612,71.20284685,6.343445224,295.7625285,Rice
87.01211769,53.80009782,44.01867377,30.35827684,71.93352899,6.175556404,275.6163329,Rice
93.90286097,53.29823449,55.90899922,34.27177819,74.69284164,6.098973874,215.2416013,Rice
119.6993401,58.54001936,50.79914261,33.42033294,80.41915955,6.435378532,208.9124432,Rice
110.2108168,42.55426967,56.52135261,32.82028088,84.17489395,5.554240571,230.3128356,Rice
90.5245028,47.20272815,41.75285494,34.36957823,81.07604481,5.958286466,239.6981517,Rice
97.88810162,52.01188667,50.31358855,34.19391973,79.93926966,6.988237022,285.1424958,Rice
88.34042057,58.61190429,42.32732796,33.17449708,77.61246587,6.816961481,286.805669,Rice
112.237016,55.80060873,46.09358278,25.80919283,78.05960358,5.760286772,269.4951089,Rice
93.84398906,59.51220402,52.81944155,33.22480564,72.65049345,6.793021723,292.2757191,Rice
99.48247675,52.12505876,55.29619602,26.74838627,80.05132153,6.097994542,214.6373992,Rice
94.70137689,41.36344619,40.51623814,26.35166289,89.26230223,6.324294304,296.5822161,Rice
97.29991513,46.23632266,50.12283726,29.39511689,72.11329369,6.461239472,221.6038183,Rice
104.7835182,53.00402185,43.04049706,25.61349627,85.61523172,6.189700636,205.8163796,Rice
119.7946527,41.15561122,53.90070458,34.83678925,74.78360208,5.713374053,212.1384939,Rice
92.1310059,42.02091622,53.84322683,25.62291798,80.18844256,6.995045281,281.397027,Rice
104.6087775,46.12507242,52.47791673,30.27041464,78.52166768,5.696065565,288.6604215,Rice
97.99138595,43.89245024,47.35518702,29.14129753,86.55075791,6.600421571,276.9304894,Rice
80.44125058,48.32307996,49.62688303,25.19192277,75.19626417,6.640434735,213.7109706,Rice
101.4124053,44.30403744,40.24241549,27.41201458,89.5174751,6.702305668,295.9576644,Rice
99.51416176,42.19472397,50.95918978,29.54377335,86.88714165,5.647123871,248.8241137,Rice
86.00194659,46.49351854,54.74714155,29.76018129,77.5177657,6.091714418,245.9446768,Rice
111.4006618,57.84169378,59.10669373,32.86903386,76.30813791,6.532202059,243.7603124,Rice
90.18682488,56.81743159,40.76852698,34.01761992,79.22954929,6.455802215,265.9353922,Rice
115.8047096,52.73339364,52.2786717,25.66652041,80.36816044,5.725253501,273.7433769,Rice
100.4888768,53.60455558,40.83345801,25.84792016,84.32646776,5.608126504,207.1256728,Rice
80.48433901,59.13002797,54.75016719,28.53251409,75.93071163,6.024554845,277.4653531,Rice
106.4548244,43.70391136,43.48218671,25.9839565,83.20605439,6.646558993,226.5046428,Rice
80.83779844,41.64343335,59.3572007,27.95444777,85.38446296,6.436995353,238.193964,Rice
88.22749049,42.42772836,52.30025936,32.74633781,82.87808507,6.2954532,204.1951223,Rice
118.7395511,55.97428383,45.85644073,34.79970329,82.03763179,6.373633987,274.8073179,Rice
112.4707915,53.12957215,42.56191493,28.38267506,88.56167281,5.836923418,237.2167024,Rice
97.28307532,48.78809979,52.25879165,34.43075838,74.81385424,5.682252064,219.747049,Rice
115.476996,52.91621625,45.71813578,33.15946939,87.22739993,6.769771508,291.8926534,Rice
90.08964081,55.10083857,49.21078995,33.41998553,84.56981354,6.66467117,265.6161838,Rice
87.09715078,50.90053838,59.69339479,34.37388066,70.86347472,5.747222224,213.1728773,Rice
109.0391964,56.3557066,44.27022733,30.05852693,86.81406056,6.599202317,254.2237205,Rice
103.6139076,50.16721094,45.95096903,30.65021993,83.77770604,6.809984374,263.6291354,Rice
110.4448615,43.2014327,49.23114949,25.0933162,74.93357729,6.589692573,299.1809951,Rice
83.96712398,48.02988632,56.00141937,27.04035635,81.10169899,6.599606944,261.598545,Rice
87.52098938,47.10769137,55.67583569,30.54226514,70.10459227,6.64148614,203.5311355,Rice
109.8293513,44.0496112,59.1614696,28.67940751,76.53863233,5.723332075,230.5604215,Rice
115.0660305,59.92668675,47.36619061,29.48610631,84.44141876,6.829293671,259.3044334,Rice
95.66102793,48.25243682,53.91236293,25.03218264,82.39178675,6.033239516,279.4197331,Rice
83.71962559,51.76404534,49.6194578,31.42325526,71.29707189,6.369975681,256.1484588,Rice
102.4264038,52.06975333,53.52935874,33.04989,75.3964144,6.737574115,249.8255682,Rice
83.08233117,41.17101858,46.68476637,32.84896977,84.15361869,6.682922447,251.7269056,Rice
97.60795992,42.94905053,46.56385507,29.34019366,71.77200859,5.830917929,259.8225294,Rice
109.4265246,59.96695023,58.66226663,31.425652,78.42496107,6.454266047,278.5651618,Rice
84.73344764,48.19809779,56.79604571,28.83832952,81.43744542,6.381654041,218.4476253,Rice
94.48941767,46.69022577,40.52393417,25.24191764,86.63394087,5.909606215,251.8078766,Rice
91.94902294,58.8135849,45.18593518,29.29656813,87.45460501,6.76290035,218.6101418,Rice
112.1057324,49.16373773,49.65937744,26.33479972,71.61203028,6.59190896,249.6461152,Rice
97.4740281,54.59016457,55.31025798,26.58908168,82.20450299,5.703031123,275.1375086,Rice
106.2782063,59.13229242,41.37916033,25.57054721,75.64374149,5.892558526,224.6978799,Rice
116.2501832,44.990924,45.43899452,32.59398262,78.99479685,6.665065835,206.5366158,Rice
99.50284775,40.672272,41.25306407,34.06437453,72.78490742,6.298631023,241.1095603,Rice
93.89373305,57.99666691,40.43646794,31.63789686,89.26788868,6.340252275,293.6822462,Rice
82.09031517,48.37586638,45.20315582,32.30820965,89.62594181,5.884795094,265.4174601,Rice
87.92390531,51.30660509,49.27864973,34.7200533,82.17054545,6.024259558,211.4095785,Rice
86.04987315,44.5063386,45.01933323,33.50616058,81.22445577,6.285086367,211.4768872,Rice
114.4055877,54.45628606,41.35336724,32.07835097,80.87076435,5.622588019,245.8300642,Rice
99.38785149,43.3154908,58.91396294,33.49975371,83.38044675,6.193443342,241.1765542,Rice
106.0389387,50.90863739,41.24546212,30.12502649,86.12807234,6.188859816,205.1956578,Rice
111.451128,44.02727564,45.1724167,26.64706353,76.6043013,6.635127259,251.938586,Rice
88.19525097,57.55660156,57.5916371,33.70578425,74.77592423,6.176859016,298.4989656,Rice
110.8804991,40.54334842,41.30409183,29.63931377,88.18440412,6.308052697,249.7812508,Rice
84.218948,53.13560209,56.44206321,28.80420008,85.51223702,6.946714981,220.3766459,Rice
100.9331852,45.74275916,55.85708838,30.77593366,82.69164835,6.696871239,239.5970473,Rice
116.6036027,50.66057734,43.15909646,31.95899118,85.86522701,5.975142516,285.7179257,Rice
116.2457302,45.53808975,59.67042945,26.40711528,74.04031337,5.776337259,289.398971,Rice
106.1717021,43.04208566,48.80646837,31.15298025,71.6692817,6.823624553,280.3603535,Rice
